CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,AgeDataQualityFlag,TenureDataQualityFlag,AgeGroup,TenureSegment,MonthlyChargeBand,AnnualRevenue,ActualMonthlyRevenueLost,ActualAnnualRevenueLost,CustomerLifecycleStage,ChurnProbability,RiskBand,MonthlyRevenueAtRisk,AnnualRevenueAtRisk,MonthlyChargesNormalized,TotalChargesNormalized,TenureNormalized,CustomerValueScore,ValueTier,RetentionPriorityScore,RetentionPriorityRank,PriorityTier,RecommendedAction,InterventionCost,ExpectedSuccessRate,ExpectedRevenueProtected,ExpectedNetBenefit,ExpectedROI,CampaignRank,CumulativeCampaignCost,CampaignRiskTier,CumulativeExpectedRevenueProtected,CumulativeExpectedNetBenefit,IsActionable,ActionableCampaignRank,ActionableCumulativeCost,SelectedUnderBudget_1000,SelectedUnderBudget_2500,SelectedUnderBudget_5000,SelectedUnderBudget_10000,SelectedUnderBudget_15000,SelectedUnderBudget_20000
657,45,Female,25,117.72,Month-to-Month,No Internet,2943.0,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1412.6399999999999,117.72,1412.6399999999999,Established,1.0,Critical,117.72,1412.6399999999999,0.9751000444642064,0.2370280881908789,0.20491803278688525,0.5242293568492116,Top Value,0.8096917427396846,45,Immediate Action,Contract Upgrade Offer,40,0.2,282.52799999999996,242.52799999999996,6.063199999999999,11,440,High,3140.7364,2700.7364000000002,True,11.0,440.0,True,True,True,True,True,True
675,30,Male,9,117.64,Month-to-Month,No Internet,1058.76,No,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1411.68,117.64,1411.68,Developing,1.0,Critical,117.64,1411.68,0.9742107603379282,0.08527212322561159,0.07377049180327869,0.43797217021495505,Top Value,0.775188868085982,99,High Priority,Contract Upgrade Offer,40,0.2,282.336,242.336,6.058400000000001,12,480,High,3423.0724,2943.0724,True,12.0,480.0,True,True,True,True,True,True
314,53,Female,1,117.29,Month-to-Month,Fiber Optic,117.29,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1407.48,117.29,1407.48,New,1.0,Critical,117.29,1407.48,0.9703201422854604,0.00944649149300312,0.00819672131147541,0.39348350926460407,Top Value,0.7573934037058416,155,High Priority,Contract Upgrade Offer,40,0.2,281.49600000000004,241.49600000000004,6.037400000000001,13,520,High,3704.5684,3184.5684,True,13.0,520.0,True,True,True,True,True,True
954,59,Male,19,117.24,Month-to-Month,DSL,2227.56,No,Yes,1,Expected Range,Expected Range,55-64,13-24 Months,Premium,1406.8799999999999,117.24,1406.8799999999999,Developing,1.0,Critical,117.24,1406.8799999999999,0.9697643397065363,0.17940682573240713,0.1557377049180328,0.48963255111846526,Top Value,0.7958530204473862,60,High Priority,Contract Upgrade Offer,40,0.2,281.376,241.37599999999998,6.0344,14,560,High,3985.9444000000003,3425.9444000000003,True,14.0,560.0,True,True,True,True,True,True
619,49,Male,5,116.92,Month-to-Month,Fiber Optic,584.6,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1403.04,116.92,1403.04,New,1.0,Critical,116.92,1403.04,0.9662072032014231,0.047083459176482434,0.04098360655737705,0.4132079936316823,Top Value,0.7652831974526729,122,High Priority,Contract Upgrade Offer,40,0.2,280.608,240.608,6.0152,15,600,High,4266.5524000000005,3666.5524000000005,True,15.0,600.0,True,True,True,True,True,True
181,51,Female,2,116.48,Month-to-Month,Fiber Optic,232.96,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1397.76,116.48,1397.76,New,1.0,Critical,116.48,1397.76,0.9613161405068922,0.018762508809020438,0.01639344262295082,0.39519169494165174,Top Value,0.7580766779766607,152,High Priority,Contract Upgrade Offer,40,0.2,279.552,239.55200000000002,5.9888,16,640,High,4546.1044,3906.1044000000006,True,16.0,640.0,True,True,True,True,True,True
976,26,Male,0,115.91,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Premium,1390.92,115.91,1390.92,New,1.0,Critical,115.91,1390.92,0.9549799911071588,0.0,0.0,0.3819919964428635,Top Value,0.7527967985771454,169,High Priority,Contract Upgrade Offer,40,0.2,278.184,238.18400000000003,5.954600000000001,17,680,High,4824.2884,4144.2884,True,17.0,680.0,True,True,True,True,True,True
409,46,Male,29,115.24,Month-to-Month,No Internet,3341.96,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1382.8799999999999,115.24,1382.8799999999999,Established,1.0,Critical,115.24,1382.8799999999999,0.9475322365495777,0.26916017316017316,0.2377049180327869,0.5326451847340885,Top Value,0.8130580738936354,40,Immediate Action,Contract Upgrade Offer,40,0.2,276.57599999999996,236.57599999999996,5.914399999999999,18,720,High,5100.8644,4380.8644,True,18.0,720.0,True,True,True,True,True,True
832,35,Male,1,115.13,Month-to-Month,Fiber Optic,115.13,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1381.56,115.13,1381.56,New,1.0,Critical,115.13,1381.56,0.946309470875945,0.009272525923688714,0.00819672131147541,0.3838183527515379,Top Value,0.7535273411006151,165,High Priority,Contract Upgrade Offer,40,0.2,276.312,236.312,5.9078,19,760,High,5377.1764,4617.1764,True,19.0,760.0,True,True,True,True,True,True
558,40,Female,50,114.46,Month-to-Month,No Internet,5723.0,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1373.52,114.46,1373.52,Loyal,1.0,Critical,114.46,1373.52,0.9388617163183637,0.46092821906775394,0.4098360655737705,0.6393285795945021,Top Value,0.8557314318378009,14,Immediate Action,Contract Upgrade Offer,40,0.2,274.704,234.704,5.8676,20,800,High,5651.8804,4851.8804,True,20.0,800.0,True,True,True,True,True,True
220,45,Male,52,114.42,Month-to-Month,No Internet,5949.84,No,Yes,1,Expected Range,Expected Range,45-54,49-72 Months,Premium,1373.04,114.42,1373.04,Loyal,1.0,Critical,114.42,1373.04,0.9384170742552247,0.4791978254303836,0.42622950819672134,0.6496434456519045,Top Value,0.8598573782607617,13,Immediate Action,Contract Upgrade Offer,40,0.2,274.608,234.608,5.8652,21,840,High,5926.4884,5086.4884,True,21.0,840.0,True,True,True,True,True,True
427,35,Male,30,114.19,Month-to-Month,No Internet,3425.7,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1370.28,114.19,1370.28,Established,1.0,Critical,114.19,1370.28,0.9358603823921743,0.2759045605557233,0.24590163934426232,0.5323861589874385,Top Value,0.8129544635949754,41,Immediate Action,Contract Upgrade Offer,40,0.2,274.056,234.05599999999998,5.8514,22,880,High,6200.5444,5320.5444,True,22.0,880.0,True,True,True,True,True,True
755,35,Male,4,114.1,Month-to-Month,Fiber Optic,456.4,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1369.1999999999998,114.1,1369.1999999999998,New,1.0,Critical,114.1,1369.1999999999998,0.9348599377501112,0.03675828047921071,0.03278688524590164,0.3950060945792437,Top Value,0.7580024378316974,153,High Priority,Contract Upgrade Offer,40,0.2,273.84,233.83999999999997,5.845999999999999,23,920,High,6474.3844,5554.3844,True,23.0,920.0,True,True,True,True,True,True
403,45,Female,29,113.99,Month-to-Month,No Internet,3305.71,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1367.8799999999999,113.99,1367.8799999999999,Established,1.0,Critical,113.99,1367.8799999999999,0.9336371720764784,0.2662406121010772,0.2377049180327869,0.5260653125741652,Top Value,0.810426125029666,43,Immediate Action,Contract Upgrade Offer,40,0.2,273.57599999999996,233.57599999999996,5.8393999999999995,24,960,High,6747.9604,5787.9604,True,24.0,960.0,True,True,True,True,True,True
541,53,Male,99,113.93,Month-to-Month,No Internet,11279.070000000002,No,Yes,1,Expected Range,Expected Range,45-54,73+ Months,Premium,1367.16,113.93,1367.16,Loyal,0.9988888888888887,Critical,113.8034111111111,1365.6409333333331,0.93297020898177,0.9084119601328905,0.8114754098360656,0.8940011220982361,Top Value,0.9569337821726276,2,Immediate Action,Contract Upgrade Offer,40,0.2,273.12818666666664,233.12818666666664,5.828204666666666,25,1000,High,7021.088586666667,6021.088586666667,True,25.0,1000.0,True,True,True,True,True,True
144,46,Female,3,113.62,Month-to-Month,No Internet,340.86,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1363.44,113.62,1363.44,New,1.0,Critical,113.62,1363.44,0.9295242329924414,0.02745273331319843,0.02459016393442623,0.38756569084020254,Top Value,0.755026276336081,162,High Priority,Contract Upgrade Offer,40,0.2,272.68800000000005,232.68800000000005,5.8172000000000015,26,1040,High,7293.776586666667,6253.776586666667,True,26.0,1040.0,False,True,True,True,True,True
391,36,Female,2,113.62,Month-to-Month,Fiber Optic,227.24,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1363.44,113.62,1363.44,New,1.0,Critical,113.62,1363.44,0.9295242329924414,0.018301822208798953,0.01639344262295082,0.38231369162579387,Top Value,0.7529254766503175,168,High Priority,Contract Upgrade Offer,40,0.2,272.68800000000005,232.68800000000005,5.8172000000000015,27,1080,High,7566.464586666667,6486.464586666667,True,27.0,1080.0,False,True,True,True,True,True
430,27,Male,7,113.58,Month-to-Month,Fiber Optic,795.06,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1362.96,113.58,1362.96,Developing,1.0,Critical,113.58,1362.96,0.9290795909293019,0.0640338266384778,0.05737704918032787,0.40838793799027,Top Value,0.763355175196108,132,High Priority,Contract Upgrade Offer,40,0.2,272.59200000000004,232.59200000000004,5.814800000000001,28,1120,High,7839.056586666667,6719.056586666667,True,28.0,1120.0,False,True,True,True,True,True
341,36,Male,67,112.87,Month-to-Month,Fiber Optic,7562.29,No,Yes,1,Expected Range,Expected Range,35-44,49-72 Months,Premium,1354.44,112.87,1354.44,Loyal,1.0,Critical,112.87,1354.44,0.9211871943085816,0.6090639283197422,0.5491803278688525,0.7189423346025556,Top Value,0.8875769338410222,8,Immediate Action,Contract Upgrade Offer,40,0.2,270.88800000000003,230.88800000000003,5.772200000000001,29,1160,High,8109.9445866666665,6949.9445866666665,True,29.0,1160.0,False,True,True,True,True,True
849,38,Male,6,112.66,Month-to-Month,No Internet,675.96,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1351.92,112.66,1351.92,New,1.0,Critical,112.66,1351.92,0.918852823477101,0.054441558441558444,0.04918032786885246,0.39889075681259895,Top Value,0.7595563027250396,145,High Priority,Contract Upgrade Offer,40,0.2,270.384,230.38400000000001,5.759600000000001,30,1200,High,8380.328586666667,7180.3285866666665,True,30.0,1200.0,False,True,True,True,True,True
821,39,Male,26,112.55,Month-to-Month,Fiber Optic,2926.2999999999997,No,Yes,1,Expected Range,Expected Range,35-44,25-48 Months,Premium,1350.6,112.55,1350.6,Established,1.0,Critical,112.55,1350.6,0.9176300578034682,0.23568307661330914,0.21311475409836067,0.5028197884606357,Top Value,0.8011279153842543,54,Immediate Action,Contract Upgrade Offer,40,0.2,270.12,230.12,5.753,31,1240,High,8650.448586666667,7410.448586666666,True,31.0,1240.0,False,True,True,True,True,True
607,37,Female,0,112.36,Month-to-Month,DSL,0.0,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1348.32,112.36,1348.32,New,1.0,Critical,112.36,1348.32,0.9155180080035572,0.0,0.0,0.3662072032014229,High Value,0.7464828812805692,197,High Priority,Contract Upgrade Offer,40,0.2,269.664,229.664,5.7416,32,1280,High,8920.112586666668,7640.112586666666,True,32.0,1280.0,False,True,True,True,True,True
938,52,Female,1,112.02,Month-to-Month,DSL,112.02,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1344.24,112.02,1344.24,New,1.0,Critical,112.02,1344.24,0.9117385504668742,0.009022047719722138,0.00819672131147541,0.3699023172165213,High Value,0.7479609268866085,193,High Priority,Contract Upgrade Offer,40,0.2,268.848,228.848,5.7212000000000005,33,1320,High,9188.960586666668,7868.960586666666,True,33.0,1320.0,False,True,True,True,True,True
456,37,Male,22,111.83,Month-to-Month,No Internet,2460.26,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1341.96,111.83,1341.96,Developing,1.0,Critical,111.83,1341.96,0.9096265006669633,0.1981483942414175,0.18032786885245902,0.4782845054643962,Top Value,0.7913138021857584,64,High Priority,Contract Upgrade Offer,40,0.2,268.392,228.392,5.7097999999999995,34,1360,High,9457.352586666668,8097.352586666666,True,34.0,1360.0,False,True,True,True,True,True
346,47,Female,2,111.76,Month-to-Month,No Internet,223.52,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1341.1200000000001,111.76,1341.1200000000001,New,1.0,Critical,111.76,1341.1200000000001,0.9088483770564697,0.018002214839424144,0.01639344262295082,0.3739384866721241,High Value,0.7495753946688496,185,High Priority,Contract Upgrade Offer,40,0.2,268.22400000000005,228.22400000000005,5.705600000000001,35,1400,High,9725.576586666668,8325.576586666666,True,35.0,1400.0,False,True,True,True,True,True
680,57,Female,0,111.38,Month-to-Month,No Internet,0.0,No,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1336.56,111.38,1336.56,New,1.0,Critical,111.38,1336.56,0.9046242774566475,0.0,0.0,0.36184971098265906,High Value,0.7447398843930636,204,High Priority,Contract Upgrade Offer,40,0.2,267.312,227.312,5.6828,36,1440,High,9992.888586666668,8552.888586666666,True,36.0,1440.0,False,True,True,True,True,True
476,42,Female,6,111.22,Month-to-Month,No Internet,667.3199999999999,No,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1334.6399999999999,111.22,1334.6399999999999,New,1.0,Critical,111.22,1334.6399999999999,0.9028457092040909,0.05374569616430081,0.04918032786885246,0.39224435930635476,Top Value,0.7568977437225419,156,High Priority,Contract Upgrade Offer,40,0.2,266.928,226.928,5.6732,37,1480,High,10259.816586666668,8779.816586666666,True,37.0,1480.0,False,True,True,True,True,True
828,39,Male,12,111.02,Month-to-Month,No Internet,1332.24,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1332.24,111.02,1332.24,Developing,1.0,Critical,111.02,1332.24,0.9006224988883949,0.10729809725158562,0.09836065573770492,0.42239349752783917,Top Value,0.7689573990111357,110,High Priority,Contract Upgrade Offer,40,0.2,266.44800000000004,226.44800000000004,5.661200000000001,38,1520,High,10526.264586666668,9006.264586666666,True,38.0,1520.0,False,True,True,True,True,True
484,47,Female,4,110.85,Month-to-Month,DSL,443.4,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1330.1999999999998,110.85,1330.1999999999998,New,1.0,Critical,110.85,1330.1999999999998,0.8987327701200534,0.03571126547870734,0.03278688524590164,0.38018877227704434,Top Value,0.7520755089108178,175,High Priority,Contract Upgrade Offer,40,0.2,266.03999999999996,226.03999999999996,5.650999999999999,39,1560,High,10792.304586666669,9232.304586666665,True,39.0,1560.0,False,True,True,True,True,True
646,42,Male,18,110.82,Month-to-Month,DSL,1994.76,No,Yes,1,Expected Range,Expected Range,35-44,13-24 Months,Premium,1329.84,110.82,1329.84,Developing,1.0,Critical,110.82,1329.84,0.898399288572699,0.16065720326185443,0.14754098360655737,0.452474982472368,Top Value,0.7809899929889472,82,High Priority,Contract Upgrade Offer,40,0.2,265.968,225.96800000000002,5.6492,40,1600,High,11058.27258666667,9458.272586666666,True,40.0,1600.0,False,True,True,True,True,True
927,39,Male,1,110.81,Month-to-Month,DSL,110.81,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1329.72,110.81,1329.72,New,1.0,Critical,110.81,1329.72,0.8982881280569144,0.008924594785059902,0.00819672131147541,0.36448803972540555,High Value,0.7457952158901622,199,High Priority,Contract Upgrade Offer,40,0.2,265.944,225.94400000000002,5.6486,41,1640,High,11324.21658666667,9684.216586666666,True,41.0,1640.0,False,True,True,True,True,True
209,50,Male,4,110.76,Month-to-Month,Fiber Optic,443.04,Yes,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1329.1200000000001,110.76,1329.1200000000001,New,1.0,Critical,110.76,1329.1200000000001,0.8977323254779903,0.03568227121715494,0.03278688524590164,0.3797784464286758,High Value,0.7519113785714703,179,High Priority,Contract Upgrade Offer,40,0.2,265.824,225.824,5.6456,42,1680,High,11590.04058666667,9910.040586666666,True,42.0,1680.0,False,True,True,True,True,True
455,39,Female,9,110.6,Month-to-Month,DSL,995.4,Yes,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1327.1999999999998,110.6,1327.1999999999998,Developing,1.0,Critical,110.6,1327.1999999999998,0.8959537572254335,0.080169133192389,0.07377049180327869,0.4048833224583292,Top Value,0.7619533289833317,135,High Priority,Contract Upgrade Offer,40,0.2,265.44,225.44,5.636,43,1720,High,11855.48058666667,10135.480586666667,True,43.0,1720.0,False,True,True,True,True,True
722,27,Female,10,110.61,Month-to-Month,Fiber Optic,1106.1,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1327.32,110.61,1327.32,Developing,0.9988888888888889,Critical,110.4871,1325.8452,0.8960649177412183,0.08908486861975233,0.0819672131147541,0.4100974743920892,Top Value,0.7633723230901691,131,High Priority,Contract Upgrade Offer,40,0.2,265.16904,225.16904,5.629226,44,1760,High,12120.64962666667,10360.649626666667,True,44.0,1760.0,False,True,True,True,True,True
39,31,Female,2,110.14,Month-to-Month,No Internet,220.28,No,Yes,1,Expected Range,Expected Range,25-34,0-6 Months,Premium,1321.68,110.14,1321.68,New,1.0,Critical,110.14,1321.68,0.8908403734993331,0.01774126648545253,0.01639344262295082,0.36664395332537936,High Value,0.7466575813301517,196,High Priority,Contract Upgrade Offer,40,0.2,264.336,224.336,5.6084000000000005,45,1800,High,12384.98562666667,10584.985626666667,True,45.0,1800.0,False,True,True,True,True,True
45,30,Male,27,110.02,Month-to-Month,No Internet,2970.54,No,Yes,1,Expected Range,Expected Range,25-34,25-48 Months,Premium,1320.24,110.02,1320.24,Established,1.0,Critical,110.02,1320.24,0.8895064473099157,0.23924614919963758,0.2213114754098361,0.49486659999629845,Top Value,0.7979466399985193,56,High Priority,Contract Upgrade Offer,40,0.2,264.048,224.048,5.6012,46,1840,High,12649.03362666667,10809.033626666667,True,46.0,1840.0,False,True,True,True,True,True
589,53,Male,1,109.76,Month-to-Month,Fiber Optic,109.76,No,Yes,1,Expected Range,Expected Range,45-54,0-6 Months,Premium,1317.1200000000001,109.76,1317.1200000000001,New,1.0,Critical,109.76,1317.1200000000001,0.8866162738995111,0.008840028188865399,0.00819672131147541,0.35978969975377617,High Value,0.7439158799015104,209,High Priority,Contract Upgrade Offer,40,0.2,263.42400000000004,223.42400000000004,5.585600000000001,47,1880,High,12912.457626666672,11032.457626666668,True,47.0,1880.0,False,True,True,True,True,True
202,50,Male,40,109.75,Month-to-Month,No Internet,4390.0,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1317.0,109.75,1317.0,Established,1.0,Critical,109.75,1317.0,0.8865051133837263,0.35356891170844656,0.3278688524590164,0.560318377566201,Top Value,0.8241273510264804,31,Immediate Action,Contract Upgrade Offer,40,0.2,263.40000000000003,223.40000000000003,5.585000000000001,48,1920,High,13175.857626666671,11255.857626666668,True,48.0,1920.0,False,True,True,True,True,True
410,50,Male,32,109.64,Month-to-Month,DSL,3508.48,No,Yes,1,Expected Range,Expected Range,45-54,25-48 Months,Premium,1315.68,109.64,1315.68,Established,1.0,Critical,109.64,1315.68,0.8852823477100935,0.28257162992046714,0.26229508196721313,0.5185867800480042,Top Value,0.8074347120192017,47,Immediate Action,Contract Upgrade Offer,40,0.2,263.136,223.13600000000002,5.5784,49,1960,High,13438.993626666672,11478.993626666668,True,49.0,1960.0,False,True,True,True,True,True
879,44,Male,1,108.63,Month-to-Month,Fiber Optic,108.63,Yes,Yes,1,Expected Range,Expected Range,35-44,0-6 Months,Premium,1303.56,108.63,1303.56,New,1.0,Critical,108.63,1303.56,0.8740551356158293,0.008749018423437028,0.00819672131147541,0.35473339102240353,High Value,0.7418933564089614,217,High Priority,Contract Upgrade Offer,40,0.2,260.712,220.712,5.517799999999999,50,2000,High,13699.705626666671,11699.705626666668,True,50.0,2000.0,False,True,True,True,True,True
249,62,Female,1,107.82,Month-to-Month,Fiber Optic,107.82,Yes,Yes,1,Expected Range,Expected Range,55-64,0-6 Months,Premium,1293.84,107.82,1293.84,New,1.0,Critical,107.82,1293.84,0.8650511338372611,0.008683781334944124,0.00819672131147541,0.35110895733000375,High Value,0.7404435829320015,223,High Priority,Contract Upgrade Offer,40,0.2,258.768,218.76799999999997,5.469199999999999,51,2040,High,13958.473626666671,11918.473626666668,True,51.0,2040.0,False,True,True,True,True,True
133,34,Female,7,107.8,Month-to-Month,Fiber Optic,754.6,Yes,Yes,1,Expected Range,Expected Range,25-34,7-12 Months,Premium,1293.6,107.8,1293.6,Developing,0.9988888888888889,Critical,107.68022222222223,1292.1626666666666,0.8648288128056916,0.06077519379844961,0.05737704918032787,0.38154710524681595,Top Value,0.7519521754320597,178,High Priority,Contract Upgrade Offer,40,0.2,258.4325333333333,218.4325333333333,5.460813333333332,52,2080,High,14216.906160000004,12136.90616,True,52.0,2080.0,False,True,True,True,True,True
753,35,Female,10,106.55,Month-to-Month,No Internet,1065.5,No,Yes,1,Expected Range,Expected Range,35-44,7-12 Months,Premium,1278.6,106.55,1278.6,Developing,1.0,Critical,106.55,1278.6,0.8509337483325923,0.08581496023356489,0.0819672131147541,0.3909005386934732,Top Value,0.7563602154773893,159,High Priority,Contract Upgrade Offer,40,0.2,255.72,215.72,5.393,53,2120,High,14472.626160000003,12352.62616,True,53.0,2120.0,False,True,True,True,True,True
